system   D            wsystem.c:583  maybe_parent_dir                 [   0.03643] Also searching C:\Users\Laco\Documents\Visual Studio 2013\Projects\Monster Slayer\
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.75925] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.75932] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   3.75963] Glyph 82: 22x21 (24x24)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.76036] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.76041] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   3.76081] Glyph 90: 29x21 (32x24)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.76161] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.76168] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   3.76197] Glyph 76: 6x29 (8x32)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.76277] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.76283] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   3.76312] Glyph 72: 21x21 (24x24)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.76394] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.76400] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   3.76481] Glyph 16: 12x4 (12x4)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.76579] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.76586] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.76726] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.76732] _al_d3d_sync_bitmap (video) ref count == 2
dtor     D               dtor.c:214  _al_unregister_destructor        [  24.82681] removed dtor for object 00455FE8
d3d      I         d3d_disp.cpp:921  d3d_destroy_display              [  24.82691] destroying display 00456268 (current 00000000)
bitmap   D             bitmap.c:548  _al_convert_to_memory_bitmap     [  24.82695] converting display bitmap 050CB300 to memory bitmap
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  24.82777] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  24.82783] _al_d3d_sync_bitmap (video) ref count == 2
d3d      W          d3d_bmp.cpp:743  d3d_destroy_bitmap               [  24.82811] d3d_destroy_bitmap: Release video texture failed.
bitmap   D             bitmap.c:548  _al_convert_to_memory_bitmap     [  24.82830] converting display bitmap 051172B0 to memory bitmap
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  24.82943] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  24.82949] _al_d3d_sync_bitmap (video) ref count == 1
bitmap   D             bitmap.c:548  _al_convert_to_memory_bitmap     [  24.82990] converting display bitmap 051171A0 to memory bitmap
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  24.83079] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  24.83084] _al_d3d_sync_bitmap (video) ref count == 1
bitmap   D             bitmap.c:548  _al_convert_to_memory_bitmap     [  24.83129] converting display bitmap 05117090 to memory bitmap
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  24.83656] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  24.83666] _al_d3d_sync_bitmap (video) ref count == 1
bitmap   D             bitmap.c:548  _al_convert_to_memory_bitmap     [  24.84049] converting display bitmap 004E0880 to memory bitmap
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  24.84581] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  24.84591] _al_d3d_sync_bitmap (video) ref count == 1
bitmap   D             bitmap.c:548  _al_convert_to_memory_bitmap     [  24.84905] converting display bitmap 004DCFB8 to memory bitmap
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  24.85219] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  24.85228] _al_d3d_sync_bitmap (video) ref count == 1
bitmap   D             bitmap.c:548  _al_convert_to_memory_bitmap     [  24.85429] converting display bitmap 004DCEA8 to memory bitmap
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  24.85538] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  24.85543] _al_d3d_sync_bitmap (video) ref count == 2
d3d      W          d3d_bmp.cpp:743  d3d_destroy_bitmap               [  24.85560] d3d_destroy_bitmap: Release video texture failed.
bitmap   D             bitmap.c:548  _al_convert_to_memory_bitmap     [  24.85649] converting display bitmap 00480BD0 to memory bitmap
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  24.85749] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  24.85754] _al_d3d_sync_bitmap (video) ref count == 2
d3d      W          d3d_bmp.cpp:743  d3d_destroy_bitmap               [  24.85768] d3d_destroy_bitmap: Release video texture failed.
d3d      D         d3d_disp.cpp:905  d3d_destroy_display_internals    [  24.85807] waiting for display 00456268's thread to end
d3d      W         d3d_disp.cpp:617  d3d_destroy_device               [  24.87280] d3d_destroy_device: ref count not 0
d3d      I         d3d_disp.cpp:1527 d3d_display_thread_proc          [  24.95378] d3d display thread exits
dtor     D               dtor.c:214  _al_unregister_destructor        [  24.95509] removed dtor for object 0050BBA0
dtor     D               dtor.c:114  _al_run_destructors              [  24.95514] calling dtor for object 0050B9B0, func 0F611B36
dtor     D               dtor.c:214  _al_unregister_destructor        [  24.95517] removed dtor for object 0050B9B0
dtor     D               dtor.c:114  _al_run_destructors              [  24.95573] calling dtor for object 051172B0, func 0F612590
dtor     D               dtor.c:214  _al_unregister_destructor        [  24.95577] removed dtor for object 051172B0
dtor     D               dtor.c:114  _al_run_destructors              [  24.95592] calling dtor for object 051171A0, func 0F612590
dtor     D               dtor.c:214  _al_unregister_destructor        [  24.95594] removed dtor for object 051171A0
dtor     D               dtor.c:114  _al_run_destructors              [  24.95614] calling dtor for object 05117090, func 0F612590
dtor     D               dtor.c:214  _al_unregister_destructor        [  24.95620] removed dtor for object 05117090
dtor     D               dtor.c:114  _al_run_destructors              [  24.95730] calling dtor for object 004E0880, func 0F612590
dtor     D               dtor.c:214  _al_unregister_destructor        [  24.95737] removed dtor for object 004E0880
dtor     D               dtor.c:114  _al_run_destructors              [  24.95847] calling dtor for object 004DCFB8, func 0F612590
dtor     D               dtor.c:214  _al_unregister_destructor        [  24.95855] removed dtor for object 004DCFB8
dtor     D               dtor.c:114  _al_run_destructors              [  24.95893] calling dtor for object 004DCEA8, func 0F612590
dtor     D               dtor.c:214  _al_unregister_destructor        [  24.95896] removed dtor for object 004DCEA8
dtor     D               dtor.c:114  _al_run_destructors              [  24.95922] calling dtor for object 00480BD0, func 0F612590
dtor     D               dtor.c:214  _al_unregister_destructor        [  24.95925] removed dtor for object 00480BD0
